"category","open_data","restricted","id","downloads","likes","license","lastModified"
"automation","false","true","Lyric1010/agent-sft-10B","284","0","UNKNOWN","2025-11-03T07:56:06.000Z"
"other","false","true","bdotloh/empathetic-dialogues-contexts","283","22","UNKNOWN","2022-09-21T06:12:44.000Z"
"automation","true","false","WenyiWU0111/CoMEM-agent-memory-trajectories","282","1","apache-2.0","2025-10-20T21:46:51.000Z"
"eq_text","true","false","iamplus/Conversation_Repo","281","0","apache-2.0","2023-05-09T21:09:09.000Z"
"eq_text","false","true","mlabonne/ultrachat_200k_sft","281","2","UNKNOWN","2024-10-13T16:51:18.000Z"
"other","true","false","Estwld/empathetic_dialogues_llm","273","32","apache-2.0","2024-04-02T05:31:38.000Z"
"other","false","true","trl-internal-testing/hh-rlhf-helpful-base-trl-style","272","13","UNKNOWN","2024-05-02T14:59:15.000Z"
"automation","true","false","AlicanKiraz0/Agentic-Chain-of-Thought-Coding-SFT-Dataset","269","66","mit","2025-12-10T16:10:02.000Z"
"automation","true","false","galileo-ai/agent-leaderboard-v2","269","10","apache-2.0","2025-07-16T14:50:47.000Z"
"eq_text","true","false","Conna/eMotions","268","3","apache-2.0","2026-03-04T09:29:26.000Z"
"automation","true","false","huggingface-KREW/Ko-AgentBench","268","16","apache-2.0","2025-10-29T05:29:24.000Z"
"automation","true","false","nvidia/Nemotron-RL-agent-workplace_assistant","261","17","cc-by-4.0","2026-02-26T22:40:28.000Z"
"eq_text","true","false","slaab/NCERT-Conversational-Dataset-Indic","261","0","mit","2025-04-06T14:01:05.000Z"
"eq_text","false","true","Lvoxx/yorha-a2-vi-conversation-dataset","259","4","cc-by-nc-nd-4.0","2026-02-23T15:31:42.000Z"
"eq_text","true","false","rishiraj/medical-sharegpt-style","257","0","apache-2.0","2025-04-18T05:48:28.000Z"
"eq_text","false","true","smangrul/ultrachat-feedback-10k-chatml","256","0","UNKNOWN","2024-01-27T06:41:06.000Z"
"automation","false","true","Tajamul21/Agent-X","253","1","UNKNOWN","2025-11-14T17:25:05.000Z"
"eq_text","true","false","aadityaubhat/synthetic-emotions","252","5","mit","2025-03-19T18:46:58.000Z"
"automation","true","false","agentlans/chat-annotated","252","2","cc-by-4.0","2026-01-17T21:11:06.000Z"
"eq_text","true","false","PhilipMay/UltraChat-200k-ShareGPT-clean","245","1","mit","2024-04-06T20:51:52.000Z"
"eq_text","false","true","kornwtp/emotion-opinion-ind-classification","242","0","UNKNOWN","2025-02-02T15:33:20.000Z"
"automation","true","false","snorkelai/agent-finance-reasoning","239","64","apache-2.0","2025-08-20T20:52:10.000Z"
"automation","false","true","AgentGym/AgentTraj-L","237","22","UNKNOWN","2025-09-02T13:11:20.000Z"
"eq_text","false","true","FieldLedger/fieldledger-cursor-conversations-v1","237","0","UNKNOWN","2026-03-07T02:18:53.000Z"
"automation","false","true","agentsea/wave-ui","237","27","UNKNOWN","2024-09-26T16:39:12.000Z"
"eq_text","false","true","hermeschen1116/emotion_transition_from_dialog","237","0","UNKNOWN","2024-09-22T16:28:14.000Z"
"eq_text","false","true","nm-testing/sharegpt_llama3_8b_hidden_states","236","0","UNKNOWN","2025-12-04T17:07:23.000Z"
"automation","false","true","DeepNLP/Agent-Function-Calling-Open-Dataset","235","2","UNKNOWN","2026-01-26T13:25:43.000Z"
"automation","true","false","hhyhrhy/OWMM-Agent-data","235","1","mit","2025-10-09T06:39:06.000Z"
"other","true","false","OpenMOSS-Team/hh-rlhf-strength-cleaned","234","23","apache-2.0","2024-01-31T13:56:07.000Z"
"automation","false","true","kylemontgomery/agentica-hard-math-300k","231","0","UNKNOWN","2025-09-16T21:38:00.000Z"
"automation","true","false","weaviate/agents","230","12","bsd-3-clause","2025-06-11T10:08:03.000Z"
"automation","true","false","argilla/apigen-function-calling","226","18","cc-by-4.0","2024-10-10T11:37:18.000Z"
"automation","false","true","driaforall/pythonic-function-calling","223","31","UNKNOWN","2025-02-06T20:38:54.000Z"
"eq_text","false","true","UniDataPro/video-emotion-recognition-dataset","221","4","cc-by-nc-nd-4.0","2025-11-18T09:56:26.000Z"
"automation","true","false","agentlans/allenai-WildChat","221","3","odc-by","2025-12-14T16:32:50.000Z"
"eq_text","false","true","jyvet/reachy-mini-emotions-library-noaudio","220","0","UNKNOWN","2025-12-29T22:11:53.000Z"
"eq_text","true","false","avemio/German-RAG-ORPO-ShareGPT-HESSIAN-AI","219","2","mit","2025-02-06T15:29:29.000Z"
"eq_text","true","false","ukr-detect/ukr-emotions-binary","219","0","cc-by-4.0","2025-06-12T09:01:30.000Z"
"automation","false","true","shawhin/tool-use-finetuning","218","19","UNKNOWN","2025-10-12T13:42:21.000Z"
"eq_text","false","false","avemio/German-RAG-SFT-ShareGPT-HESSIAN-AI","213","2","cc-by-sa-4.0","2025-02-06T15:30:23.000Z"
"automation","true","false","BytedTsinghua-SIA/CUDA-Agent-Ops-6K","212","43","cc-by-4.0","2026-02-27T19:56:56.000Z"
"automation","true","false","Agents-X/TIR-Bench","210","2","apache-2.0","2025-12-20T04:55:39.000Z"
"automation","true","false","nvidia/Nemotron-RL-agent-calendar_scheduling","210","3","cc-by-4.0","2025-12-13T00:57:16.000Z"
"eq_text","true","false","ReadyAi/5000-podcast-conversations-with-metadata-and-embedding-dataset","208","7","mit","2025-06-19T23:56:42.000Z"
"eq_text","false","true","SetFit/go_emotions","208","9","UNKNOWN","2022-09-08T15:41:33.000Z"
"eq_text","false","true","Sulav/mental_health_counseling_conversations_sharegpt","208","6","UNKNOWN","2024-03-08T03:29:10.000Z"
"automation","true","false","nuprl/AgentPack","208","13","apache-2.0","2025-10-02T13:29:56.000Z"
"automation","true","false","heroding77/gui_agent_evaluation","207","1","mit","2025-12-22T11:41:41.000Z"
"automation","false","true","m-ric/agents_small_benchmark","207","11","UNKNOWN","2024-01-19T16:56:58.000Z"
"eq_text","false","true","ubinet/TrafficFLowST-ShareGPT","207","0","UNKNOWN","2025-12-29T10:40:48.000Z"
"eq_text","false","false","DeepMount00/italian_conversations","206","28","cc","2025-07-17T13:01:14.000Z"
"automation","true","false","agentlans/drill","205","0","apache-2.0","2026-02-25T11:36:15.000Z"
"automation","true","false","AgentPublic/constit","204","1","etalab-2.0","2026-03-06T19:03:05.000Z"
"automation","true","false","AgentPublic/dole","204","1","etalab-2.0","2026-03-06T19:04:55.000Z"
"automation","false","true","lainmn/AgentDS-Insurance","203","2","cc-by-nc-sa-4.0","2025-11-04T02:16:30.000Z"
"automation","false","true","m-ric/agents_medium_benchmark_2","202","11","UNKNOWN","2024-12-27T11:46:17.000Z"
"eq_text","false","true","Lounes78/conversational_audio_fr_dataset-separated","201","0","UNKNOWN","2025-07-02T13:09:37.000Z"
"automation","true","false","hubertmarek/agent-diff-bench","200","0","mit","2026-02-17T14:01:55.000Z"
"automation","true","false","snorkelai/Tau2-Bench-Airline-With-Code-Agents","200","8","apache-2.0","2025-12-03T22:19:58.000Z"
"eq_text","true","false","humyn-labs/Indian-Emotional-Speech-Corpus","199","7","cc-by-4.0","2026-03-02T12:06:55.000Z"
"eq_text","false","true","orrzohar/EMID-Emotion-Matching","198","0","cc-by-nc-sa-4.0","2025-11-17T23:40:47.000Z"
"eq_text","true","false","ma2za/many_emotions","197","9","apache-2.0","2023-06-10T02:18:01.000Z"
"automation","true","false","agent-studio/GroundUI-18K","195","14","mit","2025-02-05T18:35:18.000Z"
"automation","true","false","agentlans/high-quality-multilingual-sentences","195","7","cc-by-4.0","2025-02-21T02:46:29.000Z"
"automation","false","true","madroid/glaive-function-calling-openai","194","3","UNKNOWN","2024-12-16T15:38:04.000Z"
"automation","true","false","Tonic/Climate-Guard-Toxic-Agent","193","2","mit","2025-02-13T17:52:09.000Z"
"eq_text","false","true","tsystems/sharegpt4v_vqa_200k_batch1","193","0","cc-by-nc-4.0","2025-01-26T19:16:29.000Z"
"automation","true","false","DataCanvasAILab/Titan-CV-Agent-Benchmark","191","2","apache-2.0","2025-04-28T10:59:14.000Z"
"eq_text","true","false","jojo0217/korean_safe_conversation","190","58","apache-2.0","2024-04-27T11:57:10.000Z"
"automation","true","false","Deepexi/function-calling-small","189","21","cc-by-4.0","2023-09-13T12:03:16.000Z"
"automation","true","false","Pasta009/Instruction-Fusion-Code-v1","189","1","apache-2.0","2024-05-22T03:35:07.000Z"
"eq_text","true","false","QuixiAI/ultrachat-uncensored","189","58","mit","2023-10-23T05:29:16.000Z"
"automation","true","false","thibaud-perrin/hibo-function-calling-v1","189","1","mit","2024-03-04T08:13:03.000Z"
"eq_text","false","true","laion/Emilia-with-Emotion-Annotations5","188","3","UNKNOWN","2025-07-18T02:57:35.000Z"
"automation","false","true","mlfoundations-cua-dev/agentnet-clicks-rescaled","188","0","UNKNOWN","2025-10-10T17:02:52.000Z"
"automation","false","true","weizhiwang/agent_eval","188","0","UNKNOWN","2025-06-17T01:18:01.000Z"
"eq_text","true","false","HeshamHaroon/saudi-dialect-conversations","187","14","apache-2.0","2026-02-18T08:28:22.000Z"
"eq_text","true","false","agentlans/OpenAssistant-oasst","187","0","apache-2.0","2026-01-14T06:26:08.000Z"
"automation","true","false","interstellarninja/tool-use-multiturn-reasoning","187","28","apache-2.0","2025-07-27T08:00:01.000Z"
"eq_text","true","false","Hoodrobot/AAC_Children_Conversations","185","0","mit","2026-01-02T03:48:12.000Z"
"eq_text","true","false","Prasanna18/Human-Face_Images_for_Emotion_Recognition","185","3","mit","2024-11-18T13:22:44.000Z"
"eq_text","false","true","laion/Emilia-with-Emotion-Annotations2","185","1","UNKNOWN","2025-07-18T02:08:37.000Z"
"eq_text","false","true","Crystalcareai/Code-feedback-sharegpt-renamed","184","4","UNKNOWN","2024-02-25T16:18:15.000Z"
"eq_text","false","true","ajibawa-2023/Python-Code-23k-ShareGPT","184","42","cc-by-nc-nd-4.0","2023-11-11T12:27:43.000Z"
"eq_text","false","true","cairocode/SAMSEMO_Emotion2Vec_PrecomputedEncodings","184","0","UNKNOWN","2025-10-29T18:20:16.000Z"
"eq_text","true","false","MaziyarPanahi/Llama-Nemotron-Post-Training-Dataset-v1-ShareGPT","183","41","cc-by-4.0","2025-06-02T08:18:37.000Z"
"eq_text","false","true","cairocode/CMUMOSEI_Emotion2Vec_PrecomputedEncodings","183","0","UNKNOWN","2025-10-29T18:18:36.000Z"
"eq_text","false","true","lilacai/glaive-function-calling-v2-sharegpt","183","29","UNKNOWN","2024-01-29T23:18:46.000Z"
"other","true","false","PKU-Alignment/processed-hh-rlhf","182","10","mit","2023-11-24T13:45:12.000Z"
"eq_text","true","false","brighter-dataset/BRIGHTER-emotion-intensities","182","4","cc-by-4.0","2025-11-10T19:47:22.000Z"
"eq_text","false","false","dbdu/ShareGPT-74k-ko","178","16","cc-by-2.0","2023-08-19T07:00:39.000Z"
"eq_text","false","true","mohitskaushal/ultrachat_200k_splits","178","0","UNKNOWN","2026-02-07T05:47:42.000Z"
"eq_text","false","true","BAAI/Emotiontalk","174","18","cc-by-nc-sa-4.0","2025-08-05T05:46:44.000Z"
"eq_text","true","false","ajibawa-2023/Code-290k-ShareGPT","171","29","apache-2.0","2024-01-16T17:58:03.000Z"
"eq_text","false","true","IlyaGusev/ru_sharegpt_cleaned","170","13","UNKNOWN","2023-09-16T14:34:28.000Z"
"eq_text","true","false","JusteLeo/French-emotion","170","3","mit","2025-07-19T21:54:25.000Z"
"eq_text","false","true","microsoft/lost_in_conversation","170","15","UNKNOWN","2025-05-09T18:39:20.000Z"
"eq_text","false","true","nytopop/expresso-conversational","170","7","cc-by-nc-4.0","2025-05-27T20:23:33.000Z"
"eq_text","true","false","metythorn/ultrachat","169","0","mit","2025-07-19T06:28:20.000Z"
"eq_text","false","true","Multi-Audio-Grounding/Emotion_Recognition","168","0","UNKNOWN","2026-02-05T15:13:48.000Z"
"other","false","true","trl-lib/hh-rlhf-helpful-base","166","3","UNKNOWN","2025-01-08T16:01:34.000Z"
"other","false","true","RLHF-And-Friends/tldr-thematic","164","0","UNKNOWN","2025-05-19T23:44:12.000Z"
"automation","true","false","Yhyu13/glaive-function-calling-v2-llama-factory-convert","163","6","apache-2.0","2024-01-21T07:00:47.000Z"
"eq_text","true","false","DSULT-Core/ShareGPT-X","162","17","cc0-1.0","2025-09-27T07:57:55.000Z"
"other","false","true","heli-stand/hh-rlhf","160","0","UNKNOWN","2025-02-12T02:59:59.000Z"
"eq_text","true","false","hoanghai2110/EmotionAlignQA","160","1","apache-2.0","2025-07-12T17:23:01.000Z"
"eq_text","true","false","AiCloser/sharegpt_cot_dataset","159","5","apache-2.0","2024-10-01T06:40:54.000Z"
"eq_text","true","false","shreyaspullehf/emotion-dataset-20-emotions","159","0","mit","2025-10-29T01:16:06.000Z"
"eq_text","true","false","DeepMostInnovations/saas-sales-conversations","157","8","apache-2.0","2025-05-12T18:06:11.000Z"
"eq_text","false","true","Undi95/R1-RP-ShareGPT3","155","7","UNKNOWN","2025-03-05T08:42:39.000Z"
"automation","false","true","casey-martin/BUTTON-MT-function-calling","155","1","UNKNOWN","2025-03-21T17:34:14.000Z"
"eq_text","false","false","llama-lang-adapt/EmotionAnalysisFinal","153","0","cc-by-sa-4.0","2025-06-10T20:43:37.000Z"
"eq_text","true","false","Vyvo/Open-Conversation-TR","152","0","mit","2025-07-24T14:33:35.000Z"
"eq_text","true","false","specific-AI/medical_conversations_2_disease","152","0","mit","2026-03-04T13:21:53.000Z"
"automation","false","true","smolagents/glaive-function-calling-with-reasoning","151","2","UNKNOWN","2025-07-18T10:55:55.000Z"
"eq_text","true","false","ddwang2000/EmotionCoT","147","1","mit","2026-02-12T10:17:37.000Z"
"automation","true","false","allenporter/assist-llm-function-calling","146","1","apache-2.0","2024-08-18T16:22:21.000Z"
"eq_text","false","true","PJMixers/grimulkan_theory-of-mind-ShareGPT","144","2","UNKNOWN","2024-05-04T00:02:12.000Z"
"automation","true","false","interstellarninja/tool-use-relevance-reasoning","141","1","apache-2.0","2025-07-27T07:55:40.000Z"
"other","false","true","DianaW/empathetic_dialogues","140","10","UNKNOWN","2026-01-01T22:04:30.000Z"
"eq_text","true","false","jerrimu/4o-emotional","140","5","apache-2.0","2026-02-08T00:18:32.000Z"
"eq_text","true","false","stapesai/ssi-speech-emotion-recognition","140","8","mit","2024-10-14T17:04:53.000Z"
"eq_text","false","true","PJMixers/grimulkan_physical-reasoning-ShareGPT","138","1","UNKNOWN","2024-05-04T00:01:22.000Z"
"eq_text","false","true","laion/openthoughts-4-code-qwen3-32b-7k-annotated-sharegpt","138","0","UNKNOWN","2025-12-17T12:25:40.000Z"
"eq_text","false","true","lu-vae/Miracle-Conversation","136","1","UNKNOWN","2024-04-23T07:23:34.000Z"
"eq_text","false","true","mesolitica/Malaysian-Ultrachat","136","0","UNKNOWN","2025-06-12T02:48:16.000Z"
"eq_text","true","false","FreedomIntelligence/sharegpt-korean","135","5","apache-2.0","2023-08-13T16:46:20.000Z"
"eq_text","false","true","FastJobs/Visual_Emotional_Analysis","133","14","UNKNOWN","2023-03-13T06:31:17.000Z"
"eq_text","false","true","Langame/conversation-starters","132","5","UNKNOWN","2023-06-03T21:09:20.000Z"
"eq_text","false","true","ChaoticNeutrals/Reddit-NSFW-Writing_Prompts_ShareGPT","131","11","other","2024-11-13T00:04:30.000Z"
"eq_text","true","false","openchat/openchat_sharegpt_v3","131","25","mit","2023-09-04T14:32:11.000Z"
"eq_text","false","true","AquaV/US-Army-Survival-Sharegpt","130","3","UNKNOWN","2024-09-12T19:37:03.000Z"
"eq_text","false","true","SetFit/toxic_conversations_50k","130","4","UNKNOWN","2022-05-13T07:56:41.000Z"
"eq_text","true","false","HuggingFaceH4/cai-conversation-harmless","128","16","apache-2.0","2024-02-02T04:10:50.000Z"
"automation","true","false","LaconicAI/text_message_function_calling_open_chat","128","2","apache-2.0","2024-06-05T18:36:00.000Z"
"eq_text","false","true","MaziyarPanahi/Llama-Nemotron-Post-Training-Dataset-v1-Smol-ShareGPT","128","3","UNKNOWN","2025-03-19T17:33:52.000Z"
"eq_text","false","true","gOsuzu/rick-and-morty-transcripts-sharegpt","128","0","UNKNOWN","2025-07-20T04:13:24.000Z"
"eq_text","true","false","shibing624/huatuo_medical_qa_sharegpt","128","17","apache-2.0","2024-01-29T04:03:31.000Z"
"eq_text","false","true","roboticshack/team9-lepuppet_emotions","127","0","UNKNOWN","2025-04-12T22:11:01.000Z"
"eq_text","false","false","dongguanting/ShareGPT-12K","126","1","cc-by-sa-4.0","2024-12-27T03:26:08.000Z"
"eq_text","true","false","AiLab-IMCS-UL/go_emotions-lt","125","0","apache-2.0","2025-10-09T13:01:51.000Z"
"automation","false","true","AymanTarig/function-calling-v0.2-with-r1-cot","125","44","UNKNOWN","2025-02-03T00:21:27.000Z"
"eq_text","false","true","PJMixers-Dev/proxy-logs-ShareGPT","125","0","UNKNOWN","2026-01-02T16:33:03.000Z"
"eq_text","true","false","reasoningMIA/QwQ_Benchmark_Distill_sharegpt","125","1","mit","2025-07-24T05:24:06.000Z"
"eq_text","true","false","ukr-detect/ukr-emotions-intensity","124","0","cc-by-4.0","2025-06-12T09:02:12.000Z"
"eq_text","true","false","Johnson8187/Chinese_Multi-Emotion_Dialogue_Dataset","123","18","mit","2024-12-13T01:37:46.000Z"
"automation","true","false","1nstaller/mail-tool-use","122","3","apache-2.0","2025-12-10T07:49:43.000Z"
"eq_text","false","true","PJMixers/hieunguyenminh_roleplay-deduped-ShareGPT","122","9","UNKNOWN","2024-05-02T09:30:31.000Z"
"automation","true","false","Saxo/alpaca_function_calling_dataset","122","0","apache-2.0","2024-07-10T06:36:19.000Z"
"eq_text","true","false","flammenai/casual-conversation-DPO","122","13","apache-2.0","2024-04-29T10:20:31.000Z"
"eq_text","false","true","obx0x3/empathy-dementia","122","1","UNKNOWN","2025-07-22T22:52:25.000Z"
"eq_text","true","false","talkmap/telecom-conversation-corpus","122","21","mit","2024-03-15T13:46:40.000Z"
"eq_text","false","true","Karl28/MME-Emotion","121","0","UNKNOWN","2026-03-02T09:38:44.000Z"
"automation","true","false","ZeroAgency/gemma3-pythonic-function-tool-calling-v1","121","0","mit","2025-11-11T08:58:45.000Z"
"eq_text","true","false","shauray/sharegpt4o_encoded","121","0","apache-2.0","2026-01-18T01:27:57.000Z"
"eq_text","false","true","LewisCh/face-emotion","120","0","UNKNOWN","2026-02-23T12:40:31.000Z"
"other","false","true","MWilinski/hh-rlhf-harmless-base-rollouts-gpt-oss-20b","120","0","UNKNOWN","2026-02-12T19:37:07.000Z"
"eq_text","false","true","sreelalan/chat_conversation_20260114","120","0","UNKNOWN","2026-01-14T12:51:29.000Z"
"other","false","false","Adapting/empathetic_dialogues_v2","117","20","afl-3.0","2022-06-21T17:56:26.000Z"
"other","false","true","MWilinski/hh-rlhf-helpful-base-rollouts-gpt-oss-20b","117","0","UNKNOWN","2026-02-12T20:15:07.000Z"
"automation","false","true","Trelis/function_calling_v3","117","49","UNKNOWN","2024-03-06T17:59:21.000Z"
"eq_text","false","false","lapa-llm/wiki-facts-conversations","117","0","cc-by-sa-4.0","2025-10-22T09:54:34.000Z"
"eq_text","false","true","Multi-Audio-Grounding/Emotion_Intensity_Comparison","116","0","UNKNOWN","2026-02-05T15:30:01.000Z"
"eq_text","false","true","philschmid/emotion","116","3","other","2023-01-20T14:56:20.000Z"
"automation","false","true","togethercomputer/glaive-function-calling-v2-formatted","116","37","UNKNOWN","2024-01-21T23:15:50.000Z"
"eq_text","false","true","strova-ai/customer_support_conversations_dataset","115","0","UNKNOWN","2025-10-09T10:59:49.000Z"
"eq_text","false","true","typeof/ultrachat-sharegpt-5GB","115","0","UNKNOWN","2023-10-27T20:06:47.000Z"
"eq_text","false","false","Isotonic/human_assistant_conversation","114","20","afl-3.0","2023-08-31T07:31:15.000Z"
"eq_text","true","false","asu-kim/conversation-calendar","114","1","bsd-3-clause","2025-02-14T20:54:00.000Z"
"automation","false","true","joey00072/exprimentail-cold-start-tool-use-001","114","0","UNKNOWN","2025-07-28T19:24:38.000Z"
"eq_text","false","true","ChaoticNeutrals/Reddit-SFW-Writing_Prompts_ShareGPT","113","7","other","2024-11-13T00:04:11.000Z"
"eq_text","false","true","alexandreteles/AlpacaToxicQA_ShareGPT","113","8","UNKNOWN","2024-09-08T07:03:53.000Z"
"eq_text","false","true","laion/Qwen3-32B_hero_run_4_code_32k-sharegpt","112","0","UNKNOWN","2025-12-15T13:54:10.000Z"
"eq_text","true","false","recogna-nlp/UltrachatBR","112","15","mit","2023-12-08T00:34:29.000Z"
"other","true","false","yifanzhang114/MM-RLHF","112","13","mit","2025-04-21T02:43:14.000Z"
"eq_text","false","true","TNE-AI/customer-support-on-twitter-conversation","111","4","UNKNOWN","2024-05-14T03:06:09.000Z"
"automation","true","false","quotientai/limbic-eval-tool-use-mcp","111","13","mit","2026-02-24T22:21:26.000Z"
"eq_text","false","true","AquaV/Interrogation-Sharegpt","110","2","UNKNOWN","2024-09-14T01:06:49.000Z"
"eq_text","false","true","NickL77/Qwen2.5-7B-BaldEagle-ShareGPT","109","0","UNKNOWN","2025-06-04T05:41:07.000Z"
"other","false","true","dikw/hh_rlhf_cn","109","79","llama2","2023-08-24T05:51:47.000Z"
"automation","false","true","future-architect/Llama-3.3-Future-Code-Instructions","109","0","llama3.3","2025-09-01T07:26:24.000Z"
"other","false","true","jihuny/llama3.2-1b_hh-rlhf_10k_val_1000","109","0","UNKNOWN","2026-03-05T04:11:15.000Z"
"automation","false","true","khaimaitien/multi-hop-qa-function-calling-format-V1.0","109","9","UNKNOWN","2023-12-20T16:28:11.000Z"
"eq_text","false","true","mteb/nusa_paragraph_emotion","109","0","UNKNOWN","2025-07-19T20:44:27.000Z"
"eq_text","false","true","AquaV/Multi-Environment-Operations-Sharegpt","108","0","UNKNOWN","2024-09-16T10:36:10.000Z"
"eq_text","true","false","slaab/CA-Conversational-Dataset-Indic","108","0","mit","2025-04-07T10:09:40.000Z"
"automation","true","false","minpeter/xlam-function-calling-60k-parsed","107","2","cc-by-4.0","2025-05-28T18:49:19.000Z"
"eq_text","true","false","shreyaspullehf/emotion_dataset_100k","107","0","mit","2025-10-21T10:20:52.000Z"
"eq_text","false","true","xonme888/emotion_dataset","106","0","UNKNOWN","2025-11-04T11:11:40.000Z"
"eq_text","true","false","AiLab-IMCS-UL/go_emotions-ru","105","0","apache-2.0","2025-10-09T13:01:21.000Z"
"eq_text","false","true","MaziyarPanahi/Llama-Nemotron-Post-Training-Dataset-v1-Smoler-ShareGPT","104","3","UNKNOWN","2025-03-22T21:00:50.000Z"
"eq_text","false","true","Multi-Audio-Grounding/Gender_Emotion_Filtering","104","0","UNKNOWN","2026-01-31T15:23:05.000Z"
"eq_text","false","true","UniqueData/facial-emotion-recognition-dataset","104","17","cc-by-nc-nd-4.0","2025-09-12T01:05:39.000Z"
"eq_text","false","true","liyucheng/ShareGPT90K","104","4","UNKNOWN","2023-12-27T09:56:28.000Z"
"eq_text","true","false","MebinThattil/Distill_Gemini_2.5PRO_ConversationAware","103","0","mit","2025-07-20T05:47:57.000Z"
"eq_text","true","false","MebinThattil/Gemini-Ultra-Educational-Conversation-Dataset-ConversationUnaware","103","0","mit","2025-07-20T05:53:13.000Z"
"eq_text","false","true","harryxi/reward-bench-by-subset-conversational","103","0","UNKNOWN","2026-01-29T12:57:57.000Z"
"eq_text","true","false","shibing624/roleplay-zh-sharegpt-gpt4-data","103","68","apache-2.0","2024-06-26T14:18:15.000Z"
"other","false","true","MWilinski/hh-rlhf-helpful-base-rollouts-gpt-5.1-child","102","0","UNKNOWN","2026-02-12T16:08:09.000Z"
"eq_text","false","true","Mollel/african-ultrachat","102","0","UNKNOWN","2025-07-21T23:12:33.000Z"
"automation","false","true","Vishal24/function_calling","102","3","UNKNOWN","2023-09-27T09:44:38.000Z"
"eq_text","true","false","shihyunlim/english-conversation","102","0","cc-by-4.0","2025-07-20T18:17:48.000Z"
"eq_text","true","false","humair025/emotions-test","101","0","apache-2.0","2025-12-02T15:52:49.000Z"
"automation","true","false","narrative-io/narrative-function-calling-v1","101","0","cc-by-4.0","2025-01-02T16:18:26.000Z"
"eq_text","false","true","philschmid/sharegpt-raw","101","91","other","2023-04-04T08:52:59.000Z"
"eq_text","true","false","Anonymous-EmpathyAI/MentalChat6K-original","100","0","apache-2.0","2026-02-08T06:48:22.000Z"
"automation","true","false","AymanTarig/Function-Calling-with-Chain-of-Thoughts","100","7","apache-2.0","2025-03-03T15:04:03.000Z"
"other","false","true","MWilinski/hh-rlhf-harmless-base-rollouts-gpt-5.1-child","100","0","UNKNOWN","2026-02-12T15:32:45.000Z"
"eq_text","false","true","aarabil/clcp_emotiondair","100","0","UNKNOWN","2025-07-19T13:38:54.000Z"
"eq_text","true","false","iamplus/Conversational_Data","100","3","apache-2.0","2023-08-24T16:20:10.000Z"
"eq_text","false","true","theblackcat102/sharegpt-english","100","14","other","2023-04-22T03:57:11.000Z"
"eq_text","true","false","DebateLabKIT/deepa2-conversations","99","2","odc-by","2025-08-18T22:06:37.000Z"
"eq_text","true","false","Harshini16/speech_emotions","99","0","mit","2025-07-18T10:34:31.000Z"
"eq_text","true","false","ReDiX/everyday-conversations-ita","99","4","apache-2.0","2024-11-25T13:31:30.000Z"
"eq_text","false","true","SohamGhadge/casual-conversation","99","29","UNKNOWN","2023-06-10T12:22:43.000Z"
"other","false","true","hendrydong/rlhf_helpful_eval","99","0","UNKNOWN","2023-12-18T08:15:15.000Z"
"eq_text","false","true","reinhardh/rechtsschutz_conversations","98","0","UNKNOWN","2025-07-17T00:14:09.000Z"
"eq_text","true","false","Bluestrikeai/Conversational-Hinglish","97","1","apache-2.0","2025-08-03T05:59:50.000Z"
"eq_text","false","true","FrancophonIA/Manuel_de_la_conversation_francais_tamoul","97","0","UNKNOWN","2025-07-20T18:52:05.000Z"
"eq_text","true","false","ZeroAgency/ru-tasks-conversation","97","7","mit","2025-03-18T18:21:21.000Z"
"eq_text","true","false","jihyoung/ConversationChronicles","97","9","cc-by-4.0","2023-12-21T05:20:04.000Z"
"eq_text","true","false","PJMixers/Math-Multiturn-1K-ShareGPT","96","5","apache-2.0","2024-04-22T08:55:15.000Z"
"eq_text","false","true","lhkhiem28/augmented_conversations","96","0","UNKNOWN","2025-07-21T12:42:12.000Z"
"eq_text","false","true","mgoin/ultrachat_2k","96","0","UNKNOWN","2024-05-24T06:52:40.000Z"
"other","true","false","qgyd2021/rlhf_reward_dataset","96","16","apache-2.0","2023-10-10T11:11:01.000Z"
"eq_text","false","true","AquaV/Resistance-Sharegpt","95","2","UNKNOWN","2024-09-13T04:37:52.000Z"
"other","false","true","grimjim/empatheticdialogues","95","0","cc-by-nc-4.0","2025-05-07T18:42:48.000Z"
"eq_text","true","false","inkoziev/Conversations","95","2","cc-by-4.0","2025-02-27T10:33:12.000Z"
"eq_text","false","true","w497273/qwq-ultrachat","95","0","UNKNOWN","2025-07-22T16:20:36.000Z"
"other","false","true","MWilinski/hh-rlhf-harmless-base-rollouts-gpt-5.1-adult","94","0","UNKNOWN","2026-02-12T15:41:57.000Z"
"eq_text","true","false","zetavg/ShareGPT-Processed","94","30","cc0-1.0","2023-05-21T03:50:14.000Z"
"automation","false","true","Goekdeniz-Guelmez/Function_Calling_Unfiltered","93","4","openrail","2023-09-02T13:11:40.000Z"
"other","false","true","MWilinski/hh-rlhf-helpful-base-rollouts-gpt-5.1-adult","93","0","UNKNOWN","2026-02-12T15:53:55.000Z"
"other","false","true","flyingbugs/pku_safe_rlhf_combined_math","93","0","UNKNOWN","2025-07-16T22:19:39.000Z"
"eq_text","false","true","pandaiedu/ultrachat-ms-wikipedia-conversations-ms-pairs","93","0","UNKNOWN","2025-07-21T13:46:03.000Z"
